

  ylabel = xi^psi_m

                      psi                      m=1                      m=2                      m=3                      m=4                      m=5                      m=6                      m=7                      m=8
          9.884377986E-01          3.781628712E-04          4.846669825E-04          5.407407901E-04          2.386444591E-04          1.970338422E-03          4.801875086E-03          1.280307919E-03          4.252052978E-04
          9.884380152E-01          3.781623509E-04          4.846642731E-04          5.407427051E-04          2.386261733E-04          2.041790251E-03          4.801907701E-03          1.280332405E-03          4.252163239E-04
          9.884382317E-01          3.781618292E-04          4.846615726E-04          5.407446054E-04          2.386079393E-04          2.106422368E-03          4.801940265E-03          1.280356852E-03          4.252273803E-04
          9.884384483E-01          3.781613061E-04          4.846588804E-04          5.407464919E-04          2.385897553E-04          2.165129692E-03          4.801972780E-03          1.280381263E-03          4.252384652E-04
          9.884386648E-01          3.781607816E-04          4.846561963E-04          5.407483658E-04          2.385716194E-04          2.218659718E-03          4.802005247E-03          1.280405640E-03          4.252495773E-04
          9.884389533E-01          3.781600808E-04          4.846526322E-04          5.407508439E-04          2.385475299E-04          2.283002976E-03          4.802048430E-03          1.280438068E-03          4.252644211E-04
          9.884392418E-01          3.781593777E-04          4.846490808E-04          5.407533029E-04          2.385235194E-04          2.340488187E-03          4.802091536E-03          1.280470444E-03          4.252793079E-04
          9.884395303E-01          3.781586722E-04          4.846455415E-04          5.407557442E-04          2.384995843E-04          2.392108561E-03          4.802134568E-03          1.280502771E-03          4.252942355E-04
          9.884398188E-01          3.781579645E-04          4.846420136E-04          5.407581693E-04          2.384757218E-04          2.438676286E-03          4.802177529E-03          1.280535053E-03          4.253092015E-04
          9.884401073E-01          3.781572547E-04          4.846384966E-04          5.407605793E-04          2.384519289E-04          2.480862902E-03          4.802220424E-03          1.280567292E-03          4.253242041E-04
          9.884404959E-01          3.781562950E-04          4.846337749E-04          5.407638039E-04          2.384199818E-04          2.531741982E-03          4.802278106E-03          1.280610660E-03          4.253444694E-04
          9.884408845E-01          3.781553316E-04          4.846290708E-04          5.407670053E-04          2.383881505E-04          2.576790283E-03          4.802335678E-03          1.280653961E-03          4.253647940E-04
          9.884412732E-01          3.781543646E-04          4.846243834E-04          5.407701853E-04          2.383564297E-04          2.616900130E-03          4.802393143E-03          1.280697199E-03          4.253851744E-04
          9.884416618E-01          3.781533940E-04          4.846197117E-04          5.407733457E-04          2.383248146E-04          2.652792818E-03          4.802450506E-03          1.280740379E-03          4.254056077E-04
          9.884420505E-01          3.781524200E-04          4.846150550E-04          5.407764879E-04          2.382933007E-04          2.685058716E-03          4.802507774E-03          1.280783504E-03          4.254260912E-04
          9.884425806E-01          3.781510861E-04          4.846087256E-04          5.407807470E-04          2.382504684E-04          2.724092838E-03          4.802585743E-03          1.280842248E-03          4.254541091E-04
          9.884431107E-01          3.781497463E-04          4.846024209E-04          5.407849774E-04          2.382078075E-04          2.758271093E-03          4.802663550E-03          1.280900904E-03          4.254822104E-04
          9.884436409E-01          3.781484008E-04          4.845961397E-04          5.407891815E-04          2.381653095E-04          2.788380110E-03          4.802741202E-03          1.280959478E-03          4.255103902E-04
          9.884441710E-01          3.781470498E-04          4.845898805E-04          5.407933612E-04          2.381229666E-04          2.815047980E-03          4.802818707E-03          1.281017976E-03          4.255386442E-04
          9.884447012E-01          3.781456936E-04          4.845836422E-04          5.407975185E-04          2.380807720E-04          2.838783305E-03          4.802896073E-03          1.281076402E-03          4.255669686E-04
          9.884454346E-01          3.781438089E-04          4.845750438E-04          5.408032360E-04          2.380226265E-04          2.867547192E-03          4.803002893E-03          1.281157126E-03          4.256062664E-04
          9.884461681E-01          3.781419149E-04          4.845664811E-04          5.408089171E-04          2.379647373E-04          2.892358295E-03          4.803109473E-03          1.281237733E-03          4.256456843E-04
          9.884469016E-01          3.781400121E-04          4.845579517E-04          5.408145647E-04          2.379070909E-04          2.913897384E-03          4.803215825E-03          1.281318229E-03          4.256852153E-04
          9.884476351E-01          3.781381009E-04          4.845494538E-04          5.408201815E-04          2.378496751E-04          2.932700676E-03          4.803321962E-03          1.281398623E-03          4.257248531E-04
          9.884483685E-01          3.781361815E-04          4.845409858E-04          5.408257698E-04          2.377924787E-04          2.949197288E-03          4.803427895E-03          1.281478923E-03          4.257645923E-04
          9.884493988E-01          3.781334726E-04          4.845291389E-04          5.408335746E-04          2.377124920E-04          2.969125770E-03          4.803576362E-03          1.281591562E-03          4.258205716E-04
          9.884504290E-01          3.781307491E-04          4.845173440E-04          5.408413317E-04          2.376328939E-04          2.985930875E-03          4.803724469E-03          1.281704040E-03          4.258767289E-04
          9.884514593E-01          3.781280118E-04          4.845055979E-04          5.408490451E-04          2.375536622E-04          3.000188508E-03          4.803872237E-03          1.281816369E-03          4.259330533E-04
          9.884524895E-01          3.781252614E-04          4.844938975E-04          5.408567181E-04          2.374747775E-04          3.012345345E-03          4.804019685E-03          1.281928560E-03          4.259895357E-04
          9.884535198E-01          3.781224986E-04          4.844822403E-04          5.408643538E-04          2.373962221E-04          3.022754112E-03          4.804166830E-03          1.282040623E-03          4.260461677E-04
